tourney_id,tourney_name,surface,draw_size,winner_ht,winner_age,winner_rank,winner_rank_points,winner_ioc
2000-717,Orlando,Clay,32,185.0,27.1813826146,113.0,351.0,FRA
2000-717,Orlando,Clay,32,183.0,19.7563312799,352.0,76.0,CHI
2000-717,Orlando,Clay,32,185.0,20.8815879535,103.0,380.0,THA
2000-717,Orlando,Clay,32,183.0,30.0479123888,107.0,371.0,NED
2000-717,Orlando,Clay,32,185.0,30.0752908966,74.0,543.0,AUS
2000-717,Orlando,Clay,32,185.0,22.0205338809,92.0,429.0,CZE
2000-717,Orlando,Clay,32,178.0,30.3682409309,120.0,322.0,ARG
2000-717,Orlando,Clay,32,178.0,23.7399041752,79.0,516.0,USA
2000-717,Orlando,Clay,32,183.0,20.5585215606,89.0,464.0,CHI
2000-717,Orlando,Clay,32,188.0,25.5386721424,125.0,315.0,SVK
2000-717,Orlando,Clay,32,173.0,22.0013689254,165.0,221.0,USA
2000-717,Orlando,Clay,32,180.0,34.8720054757,72.0,550.0,ITA
2000-717,Orlando,Clay,32,185.0,22.869267624899997,205.0,160.0,ROU
2000-717,Orlando,Clay,32,188.0,22.4476386037,100.0,385.0,GER
2000-717,Orlando,Clay,32,185.0,19.7837097878,148.0,253.0,BEL
2000-717,Orlando,Clay,32,185.0,23.460643394899996,216.0,155.0,PAR
2000-717,Orlando,Clay,32,183.0,19.7563312799,352.0,76.0,CHI
2000-717,Orlando,Clay,32,185.0,20.8815879535,103.0,380.0,THA
2000-717,Orlando,Clay,32,185.0,22.0205338809,92.0,429.0,CZE
2000-717,Orlando,Clay,32,178.0,30.3682409309,120.0,322.0,ARG
2000-717,Orlando,Clay,32,183.0,20.5585215606,89.0,464.0,CHI
2000-717,Orlando,Clay,32,180.0,34.8720054757,72.0,550.0,ITA
2000-717,Orlando,Clay,32,188.0,22.4476386037,100.0,385.0,GER
2000-717,Orlando,Clay,32,185.0,23.460643394899996,216.0,155.0,PAR
2000-717,Orlando,Clay,32,183.0,19.7563312799,352.0,76.0,CHI
2000-717,Orlando,Clay,32,178.0,30.3682409309,120.0,322.0,ARG
2000-717,Orlando,Clay,32,183.0,20.5585215606,89.0,464.0,CHI
2000-717,Orlando,Clay,32,185.0,23.460643394899996,216.0,155.0,PAR
2000-717,Orlando,Clay,32,183.0,19.7563312799,352.0,76.0,CHI
2000-717,Orlando,Clay,32,183.0,20.5585215606,89.0,464.0,CHI
2000-717,Orlando,Clay,32,183.0,19.7563312799,352.0,76.0,CHI
2000-409,Atlanta,Clay,32,180.0,29.9493497604,1.0,5059.0,USA
2000-409,Atlanta,Clay,32,185.0,21.9630390144,101.0,393.0,CZE
2000-409,Atlanta,Clay,32,175.0,20.6652977413,117.0,336.0,CZE
2000-409,Atlanta,Clay,32,180.0,31.3867214237,74.0,555.0,USA
2000-409,Atlanta,Clay,32,193.0,30.045174538,36.0,891.0,SWE
2000-409,Atlanta,Clay,32,185.0,30.0177960301,92.0,437.0,AUS
2000-409,Atlanta,Clay,32,183.0,20.501026694,89.0,447.0,CHI
2000-409,Atlanta,Clay,32,180.0,26.8528405202,57.0,699.0,ARM
2000-409,Atlanta,Clay,32,188.0,27.2689938398,43.0,796.0,USA
2000-409,Atlanta,Clay,32,178.0,29.0239561944,168.0,215.0,AUS
2000-409,Atlanta,Clay,32,185.0,22.688569473,125.0,325.0,ESP
2000-409,Atlanta,Clay,32,175.0,28.131416837800003,37.0,879.0,USA
2000-409,Atlanta,Clay,32,180.0,23.9780971937,79.0,535.0,AUS
2000-409,Atlanta,Clay,32,180.0,28.9609856263,120.0,332.0,FRA
2000-409,Atlanta,Clay,32,178.0,23.6824093087,84.0,514.0,USA
2000-409,Atlanta,Clay,32,175.0,23.2689938398,22.0,1114.0,AUT
2000-409,Atlanta,Clay,32,185.0,21.9630390144,101.0,393.0,CZE
2000-409,Atlanta,Clay,32,180.0,31.3867214237,74.0,555.0,USA
2000-409,Atlanta,Clay,32,185.0,30.0177960301,92.0,437.0,AUS
2000-409,Atlanta,Clay,32,183.0,20.501026694,89.0,447.0,CHI
2000-409,Atlanta,Clay,32,188.0,27.2689938398,43.0,796.0,USA
2000-409,Atlanta,Clay,32,175.0,28.131416837800003,37.0,879.0,USA
2000-409,Atlanta,Clay,32,180.0,23.9780971937,79.0,535.0,AUS
2000-409,Atlanta,Clay,32,175.0,23.2689938398,22.0,1114.0,AUT
2000-409,Atlanta,Clay,32,180.0,31.3867214237,74.0,555.0,USA
2000-409,Atlanta,Clay,32,185.0,30.0177960301,92.0,437.0,AUS
2000-409,Atlanta,Clay,32,175.0,28.131416837800003,37.0,879.0,USA
2000-409,Atlanta,Clay,32,180.0,23.9780971937,79.0,535.0,AUS
2000-409,Atlanta,Clay,32,185.0,30.0177960301,92.0,437.0,AUS
2000-409,Atlanta,Clay,32,180.0,23.9780971937,79.0,535.0,AUS
2000-409,Atlanta,Clay,32,180.0,23.9780971937,79.0,535.0,AUS
2000-408,London,Hard,32,190.0,26.006844627,3.0,2670.0,RUS
2000-408,London,Hard,32,190.0,28.892539356599997,44.0,790.0,CZE
2000-408,London,Hard,32,178.0,27.2005475702,34.0,951.0,FRA
2000-408,London,Hard,32,175.0,26.340862423,27.0,1051.0,MAR
2000-408,London,Hard,32,183.0,21.9794661191,32.0,998.0,ARG
2000-408,London,Hard,32,190.0,24.517453798800002,163.0,230.0,FRA
2000-408,London,Hard,32,188.0,26.4503764545,43.0,805.0,FRA
2000-408,London,Hard,32,193.0,26.458590006799998,15.0,1379.0,GBR
2000-408,London,Hard,32,188.0,30.6858316222,10.0,1549.0,FRA
2000-408,London,Hard,32,180.0,31.252566735100004,77.0,522.0,USA
2000-408,London,Hard,32,188.0,25.968514715900003,33.0,990.0,SVK
2000-408,London,Hard,32,190.0,25.943874058899997,12.0,1503.0,SWE
2000-408,London,Hard,32,183.0,22.1300479124,21.0,1125.0,SVK
2000-408,London,Hard,32,201.0,29.2895277207,72.0,555.0,SUI
2000-408,London,Hard,32,193.0,28.4407939767,61.0,652.0,CRO
2000-408,London,Hard,32,185.0,18.5379876797,66.0,625.0,SUI
2000-408,London,Hard,32,190.0,26.006844627,3.0,2670.0,RUS
2000-408,London,Hard,32,178.0,27.2005475702,34.0,951.0,FRA
2000-408,London,Hard,32,183.0,21.9794661191,32.0,998.0,ARG
2000-408,London,Hard,32,193.0,26.458590006799998,15.0,1379.0,GBR
2000-408,London,Hard,32,188.0,30.6858316222,10.0,1549.0,FRA
2000-408,London,Hard,32,190.0,25.943874058899997,12.0,1503.0,SWE
2000-408,London,Hard,32,201.0,29.2895277207,72.0,555.0,SUI
2000-408,London,Hard,32,185.0,18.5379876797,66.0,625.0,SUI
2000-408,London,Hard,32,190.0,26.006844627,3.0,2670.0,RUS
2000-408,London,Hard,32,193.0,26.458590006799998,15.0,1379.0,GBR
2000-408,London,Hard,32,190.0,25.943874058899997,12.0,1503.0,SWE
2000-408,London,Hard,32,201.0,29.2895277207,72.0,555.0,SUI
2000-408,London,Hard,32,190.0,26.006844627,3.0,2670.0,RUS
2000-408,London,Hard,32,201.0,29.2895277207,72.0,555.0,SUI
2000-408,London,Hard,32,201.0,29.2895277207,72.0,555.0,SUI
2000-560,US Open,Hard,128,180.0,30.3326488706,1.0,3754.0,USA
2000-560,US Open,Hard,128,173.0,22.696783025300004,37.0,928.0,FRA
2000-560,US Open,Hard,128,175.0,26.8583162218,41.0,889.0,MAR
2000-560,US Open,Hard,128,185.0,28.9527720739,21.0,1227.0,RSA
2000-560,US Open,Hard,128,185.0,21.5441478439,63.0,642.0,FRA
2000-560,US Open,Hard,128,183.0,26.584531143099998,35.0,945.0,ROU
2000-560,US Open,Hard,128,188.0,26.9678302533,48.0,813.0,FRA
2000-560,US Open,Hard,128,188.0,24.041067761799997,16.0,1389.0,ECU
2000-560,US Open,Hard,128,180.0,19.5071868583,9.0,2036.0,AUS
2000-560,US Open,Hard,128,190.0,26.398357289499998,101.0,395.0,FRA
2000-560,US Open,Hard,128,190.0,25.4373716632,39.0,899.0,CZE
2000-560,US Open,Hard,128,175.0,30.893908281999998,29.0,1015.0,ZIM
2000-560,US Open,Hard,128,175.0,24.6735112936,19.0,1300.0,CHI
2000-560,US Open,Hard,128,190.0,25.533196440799998,126.0,309.0,GER
2000-560,US Open,Hard,128,188.0,27.65229295,65.0,623.0,USA
2000-560,US Open,Hard,128,190.0,26.4613278576,5.0,2615.0,SWE
2000-560,US Open,Hard,128,185.0,29.045859000700002,4.0,3039.0,USA
2000-560,US Open,Hard,128,196.0,23.5865845311,88.0,483.0,USA
2000-560,US Open,Hard,128,183.0,23.953456536599997,72.0,550.0,ARG
2000-560,US Open,Hard,128,188.0,20.8569472964,212.0,165.0,CZE
2000-560,US Open,Hard,128,188.0,22.4038329911,38.0,913.0,GER
2000-560,US Open,Hard,128,180.0,24.342231348400002,67.0,613.0,GER
2000-560,US Open,Hard,128,180.0,24.6516084873,182.0,205.0,KOR
2000-560,US Open,Hard,128,183.0,25.018480492800002,13.0,1605.0,ARG
2000-560,US Open,Hard,128,185.0,25.9767282683,11.0,1750.0,GBR
2000-560,US Open,Hard,128,183.0,20.082135523599998,128.0,304.0,CHI
2000-560,US Open,Hard,128,196.0,28.7282683094,23.0,1143.0,NED
2000-560,US Open,Hard,128,185.0,23.312799452399997,86.0,495.0,BRA
2000-560,US Open,Hard,128,183.0,22.6475017112,36.0,936.0,SVK
2000-560,US Open,Hard,128,185.0,27.2635181383,33.0,973.0,MAR
2000-560,US Open,Hard,128,201.0,23.813826146500002,83.0,512.0,GER
2000-560,US Open,Hard,128,190.0,26.524298425700003,6.0,2596.0,RUS
2000-560,US Open,Hard,128,193.0,20.5859000684,7.0,2442.0,RUS
2000-560,US Open,Hard,128,180.0,35.1978097194,49.0,807.0,ITA
2000-560,US Open,Hard,128,175.0,23.65229295,45.0,859.0,AUT
2000-560,US Open,Hard,128,175.0,22.250513347,28.0,1028.0,FRA
2000-560,US Open,Hard,128,190.0,27.980835044499997,307.0,99.0,CAN
2000-560,US Open,Hard,128,185.0,19.0554414784,40.0,892.0,SUI
2000-560,US Open,Hard,128,188.0,28.481861738499997,96.0,415.0,ARG
2000-560,US Open,Hard,128,183.0,20.5420944559,12.0,1619.0,ESP
2000-560,US Open,Hard,128,183.0,23.1485284052,14.0,1477.0,GER
2000-560,US Open,Hard,128,183.0,28.4325804244,53.0,744.0,SWE
2000-560,US Open,Hard,128,193.0,23.9698836413,58.0,692.0,NED
2000-560,US Open,Hard,128,185.0,26.0616016427,90.0,466.0,ROU
2000-560,US Open,Hard,128,196.0,23.1457905544,57.0,711.0,BLR
2000-560,US Open,Hard,128,180.0,25.177275838499998,24.0,1132.0,ESP
2000-560,US Open,Hard,128,190.0,25.0349075975,137.0,283.0,FRA
2000-560,US Open,Hard,128,188.0,24.246406570799998,3.0,3161.0,SWE
2000-560,US Open,Hard,128,180.0,26.3819301848,8.0,2236.0,ESP
2000-560,US Open,Hard,128,201.0,29.8069815195,30.0,1013.0,SUI
2000-560,US Open,Hard,128,183.0,30.0396988364,50.0,797.0,CZE
2000-560,US Open,Hard,128,190.0,24.0027378508,55.0,726.0,ESP
2000-560,US Open,Hard,128,198.0,30.1409993155,32.0,982.0,USA
2000-560,US Open,Hard,128,175.0,28.514715948000003,25.0,1129.0,USA
2000-560,US Open,Hard,128,193.0,26.9760438056,34.0,955.0,GBR
2000-560,US Open,Hard,128,188.0,31.203285420900002,10.0,1871.0,FRA
2000-560,US Open,Hard,128,196.0,23.805612594099998,15.0,1410.0,AUS
2000-560,US Open,Hard,128,190.0,23.2361396304,27.0,1064.0,USA
2000-560,US Open,Hard,128,180.0,25.4318959617,91.0,454.0,SWE
2000-560,US Open,Hard,128,173.0,23.8877481177,114.0,351.0,ESP
2000-560,US Open,Hard,128,185.0,20.1095140315,159.0,240.0,BEL
2000-560,US Open,Hard,128,196.0,30.3353867214,84.0,509.0,AUS
2000-560,US Open,Hard,128,185.0,30.4010951403,75.0,537.0,AUS
2000-560,US Open,Hard,128,190.0,29.4483230664,102.0,392.0,AUS
2000-560,US Open,Hard,128,173.0,22.696783025300004,37.0,928.0,FRA
2000-560,US Open,Hard,128,175.0,26.8583162218,41.0,889.0,MAR
2000-560,US Open,Hard,128,183.0,26.584531143099998,35.0,945.0,ROU
2000-560,US Open,Hard,128,188.0,26.9678302533,48.0,813.0,FRA
2000-560,US Open,Hard,128,180.0,19.5071868583,9.0,2036.0,AUS
2000-560,US Open,Hard,128,190.0,25.4373716632,39.0,899.0,CZE
2000-560,US Open,Hard,128,175.0,24.6735112936,19.0,1300.0,CHI
2000-560,US Open,Hard,128,190.0,26.4613278576,5.0,2615.0,SWE
2000-560,US Open,Hard,128,185.0,29.045859000700002,4.0,3039.0,USA
2000-560,US Open,Hard,128,183.0,23.953456536599997,72.0,550.0,ARG
2000-560,US Open,Hard,128,180.0,24.342231348400002,67.0,613.0,GER
2000-560,US Open,Hard,128,180.0,24.6516084873,182.0,205.0,KOR
2000-560,US Open,Hard,128,185.0,25.9767282683,11.0,1750.0,GBR
2000-560,US Open,Hard,128,196.0,28.7282683094,23.0,1143.0,NED
2000-560,US Open,Hard,128,183.0,22.6475017112,36.0,936.0,SVK
2000-560,US Open,Hard,128,190.0,26.524298425700003,6.0,2596.0,RUS
2000-560,US Open,Hard,128,193.0,20.5859000684,7.0,2442.0,RUS
2000-560,US Open,Hard,128,175.0,22.250513347,28.0,1028.0,FRA
2000-560,US Open,Hard,128,185.0,19.0554414784,40.0,892.0,SUI
2000-560,US Open,Hard,128,183.0,20.5420944559,12.0,1619.0,ESP
2000-560,US Open,Hard,128,183.0,23.1485284052,14.0,1477.0,GER
2000-560,US Open,Hard,128,193.0,23.9698836413,58.0,692.0,NED
2000-560,US Open,Hard,128,196.0,23.1457905544,57.0,711.0,BLR
2000-560,US Open,Hard,128,188.0,24.246406570799998,3.0,3161.0,SWE
2000-560,US Open,Hard,128,180.0,26.3819301848,8.0,2236.0,ESP
2000-560,US Open,Hard,128,190.0,24.0027378508,55.0,726.0,ESP
2000-560,US Open,Hard,128,198.0,30.1409993155,32.0,982.0,USA
2000-560,US Open,Hard,128,188.0,31.203285420900002,10.0,1871.0,FRA
2000-560,US Open,Hard,128,190.0,23.2361396304,27.0,1064.0,USA
2000-560,US Open,Hard,128,180.0,25.4318959617,91.0,454.0,SWE
2000-560,US Open,Hard,128,196.0,30.3353867214,84.0,509.0,AUS
2000-560,US Open,Hard,128,190.0,29.4483230664,102.0,392.0,AUS
2000-560,US Open,Hard,128,173.0,22.696783025300004,37.0,928.0,FRA
2000-560,US Open,Hard,128,183.0,26.584531143099998,35.0,945.0,ROU
2000-560,US Open,Hard,128,180.0,19.5071868583,9.0,2036.0,AUS
2000-560,US Open,Hard,128,190.0,26.4613278576,5.0,2615.0,SWE
2000-560,US Open,Hard,128,185.0,29.045859000700002,4.0,3039.0,USA
2000-560,US Open,Hard,128,180.0,24.6516084873,182.0,205.0,KOR
2000-560,US Open,Hard,128,196.0,28.7282683094,23.0,1143.0,NED
2000-560,US Open,Hard,128,183.0,22.6475017112,36.0,936.0,SVK
2000-560,US Open,Hard,128,193.0,20.5859000684,7.0,2442.0,RUS
2000-560,US Open,Hard,128,183.0,20.5420944559,12.0,1619.0,ESP
2000-560,US Open,Hard,128,183.0,23.1485284052,14.0,1477.0,GER
2000-560,US Open,Hard,128,188.0,24.246406570799998,3.0,3161.0,SWE
2000-560,US Open,Hard,128,190.0,24.0027378508,55.0,726.0,ESP
2000-560,US Open,Hard,128,198.0,30.1409993155,32.0,982.0,USA
2000-560,US Open,Hard,128,180.0,25.4318959617,91.0,454.0,SWE
2000-560,US Open,Hard,128,190.0,29.4483230664,102.0,392.0,AUS
2000-560,US Open,Hard,128,173.0,22.696783025300004,37.0,928.0,FRA
2000-560,US Open,Hard,128,180.0,19.5071868583,9.0,2036.0,AUS
2000-560,US Open,Hard,128,185.0,29.045859000700002,4.0,3039.0,USA
2000-560,US Open,Hard,128,196.0,28.7282683094,23.0,1143.0,NED
2000-560,US Open,Hard,128,193.0,20.5859000684,7.0,2442.0,RUS
2000-560,US Open,Hard,128,183.0,23.1485284052,14.0,1477.0,GER
2000-560,US Open,Hard,128,198.0,30.1409993155,32.0,982.0,USA
2000-560,US Open,Hard,128,180.0,25.4318959617,91.0,454.0,SWE
2000-560,US Open,Hard,128,180.0,19.5071868583,9.0,2036.0,AUS
2000-560,US Open,Hard,128,185.0,29.045859000700002,4.0,3039.0,USA
2000-560,US Open,Hard,128,193.0,20.5859000684,7.0,2442.0,RUS
2000-560,US Open,Hard,128,198.0,30.1409993155,32.0,982.0,USA
2000-560,US Open,Hard,128,185.0,29.045859000700002,4.0,3039.0,USA
2000-560,US Open,Hard,128,193.0,20.5859000684,7.0,2442.0,RUS
2000-560,US Open,Hard,128,193.0,20.5859000684,7.0,2442.0,RUS
2000-568,St. Petersburg,Hard,32,193.0,20.7775496235,3.0,3380.0,RUS
2000-568,St. Petersburg,Hard,32,188.0,27.843942505100003,83.0,515.0,USA
2000-568,St. Petersburg,Hard,32,180.0,24.5338809035,57.0,690.0,GER
2000-568,St. Petersburg,Hard,32,185.0,27.663244353200003,43.0,815.0,GER
2000-568,St. Petersburg,Hard,32,178.0,23.8247775496,118.0,332.0,RUS
2000-568,St. Petersburg,Hard,32,183.0,28.624229979499997,49.0,762.0,SWE
2000-568,St. Petersburg,Hard,32,190.0,29.3497604381,761.0,13.0,USA
2000-568,St. Petersburg,Hard,32,193.0,24.161533196399997,27.0,1118.0,NED
2000-568,St. Petersburg,Hard,32,183.0,22.688569473,63.0,630.0,ARG
2000-568,St. Petersburg,Hard,32,180.0,22.584531143099998,56.0,700.0,BLR
2000-568,St. Petersburg,Hard,32,180.0,25.623545516799997,55.0,716.0,SWE
2000-568,St. Petersburg,Hard,32,183.0,22.8391512663,22.0,1150.0,SVK
2000-568,St. Petersburg,Hard,32,188.0,22.9650924025,72.0,547.0,GER
2000-568,St. Petersburg,Hard,32,190.0,27.397672826799997,58.0,681.0,ESP
2000-568,St. Petersburg,Hard,32,188.0,28.2026009582,157.0,249.0,NOR
2000-568,St. Petersburg,Hard,32,190.0,26.7159479808,5.0,2956.0,RUS
2000-568,St. Petersburg,Hard,32,193.0,20.7775496235,3.0,3380.0,RUS
2000-568,St. Petersburg,Hard,32,180.0,24.5338809035,57.0,690.0,GER
2000-568,St. Petersburg,Hard,32,183.0,28.624229979499997,49.0,762.0,SWE
2000-568,St. Petersburg,Hard,32,190.0,29.3497604381,761.0,13.0,USA
2000-568,St. Petersburg,Hard,32,180.0,22.584531143099998,56.0,700.0,BLR
2000-568,St. Petersburg,Hard,32,183.0,22.8391512663,22.0,1150.0,SVK
2000-568,St. Petersburg,Hard,32,190.0,27.397672826799997,58.0,681.0,ESP
2000-568,St. Petersburg,Hard,32,190.0,26.7159479808,5.0,2956.0,RUS
2000-568,St. Petersburg,Hard,32,193.0,20.7775496235,3.0,3380.0,RUS
2000-568,St. Petersburg,Hard,32,183.0,28.624229979499997,49.0,762.0,SWE
2000-568,St. Petersburg,Hard,32,183.0,22.8391512663,22.0,1150.0,SVK
2000-568,St. Petersburg,Hard,32,190.0,26.7159479808,5.0,2956.0,RUS
2000-568,St. Petersburg,Hard,32,193.0,20.7775496235,3.0,3380.0,RUS
2000-568,St. Petersburg,Hard,32,183.0,22.8391512663,22.0,1150.0,SVK
2000-568,St. Petersburg,Hard,32,193.0,20.7775496235,3.0,3380.0,RUS
2000-402,Memphis,Hard,48,180.0,27.7618069815,419.0,59.0,USA
2000-402,Memphis,Hard,48,178.0,24.038329910999998,112.0,352.0,CZE
2000-402,Memphis,Hard,48,185.0,20.670773442799998,96.0,417.0,THA
2000-402,Memphis,Hard,48,185.0,28.391512662600004,105.0,368.0,BUL
2000-402,Memphis,Hard,48,185.0,22.7761806982,118.0,331.0,BRA
2000-402,Memphis,Hard,48,188.0,27.4715947981,113.0,351.0,ITA
2000-402,Memphis,Hard,48,185.0,21.5277207392,175.0,208.0,ISR
2000-402,Memphis,Hard,48,180.0,27.249828884299998,97.0,398.0,ITA
2000-402,Memphis,Hard,48,185.0,23.663244353200003,131.0,293.0,GER
2000-402,Memphis,Hard,48,183.0,20.34770705,99.0,397.0,CHI
2000-402,Memphis,Hard,48,178.0,30.157426420300002,127.0,297.0,ARG
2000-402,Memphis,Hard,48,188.0,34.392881588,125.0,300.0,AUS
2000-402,Memphis,Hard,48,201.0,23.277207392199998,109.0,358.0,GER
2000-402,Memphis,Hard,48,173.0,23.633127994499997,135.0,283.0,PHI
2000-402,Memphis,Hard,48,180.0,34.3600273785,204.0,165.0,USA
2000-402,Memphis,Hard,48,185.0,26.3353867214,596.0,26.0,USA
2000-402,Memphis,Hard,48,196.0,23.2689938398,16.0,1349.0,AUS
2000-402,Memphis,Hard,48,193.0,29.8918548939,78.0,519.0,SWE
2000-402,Memphis,Hard,48,180.0,23.805612594099998,56.0,665.0,GER
2000-402,Memphis,Hard,48,190.0,22.699520876100003,55.0,683.0,USA
2000-402,Memphis,Hard,48,185.0,22.7761806982,118.0,331.0,BRA
2000-402,Memphis,Hard,48,196.0,29.7987679671,70.0,557.0,AUS
2000-402,Memphis,Hard,48,180.0,26.699520876100003,58.0,658.0,ARM
2000-402,Memphis,Hard,48,180.0,27.249828884299998,97.0,398.0,ITA
2000-402,Memphis,Hard,48,175.0,27.9780971937,43.0,798.0,USA
2000-402,Memphis,Hard,48,188.0,27.9452429843,64.0,608.0,ARG
2000-402,Memphis,Hard,48,175.0,30.3572895277,76.0,530.0,ZIM
2000-402,Memphis,Hard,48,188.0,27.1156741958,37.0,925.0,USA
2000-402,Memphis,Hard,48,185.0,28.4161533196,46.0,781.0,RSA
2000-402,Memphis,Hard,48,173.0,23.633127994499997,135.0,283.0,PHI
2000-402,Memphis,Hard,48,185.0,27.9452429843,65.0,605.0,SWE
2000-402,Memphis,Hard,48,188.0,21.8672142368,21.0,1239.0,GER
2000-402,Memphis,Hard,48,193.0,29.8918548939,78.0,519.0,SWE
2000-402,Memphis,Hard,48,180.0,23.805612594099998,56.0,665.0,GER
2000-402,Memphis,Hard,48,185.0,22.7761806982,118.0,331.0,BRA
2000-402,Memphis,Hard,48,180.0,26.699520876100003,58.0,658.0,ARM
2000-402,Memphis,Hard,48,175.0,27.9780971937,43.0,798.0,USA
2000-402,Memphis,Hard,48,175.0,30.3572895277,76.0,530.0,ZIM
2000-402,Memphis,Hard,48,185.0,28.4161533196,46.0,781.0,RSA
2000-402,Memphis,Hard,48,188.0,21.8672142368,21.0,1239.0,GER
2000-402,Memphis,Hard,48,193.0,29.8918548939,78.0,519.0,SWE
2000-402,Memphis,Hard,48,185.0,22.7761806982,118.0,331.0,BRA
2000-402,Memphis,Hard,48,175.0,30.3572895277,76.0,530.0,ZIM
2000-402,Memphis,Hard,48,188.0,21.8672142368,21.0,1239.0,GER
2000-402,Memphis,Hard,48,193.0,29.8918548939,78.0,519.0,SWE
2000-402,Memphis,Hard,48,175.0,30.3572895277,76.0,530.0,ZIM
2000-402,Memphis,Hard,48,193.0,29.8918548939,78.0,519.0,SWE
2000-404,Indian Wells Masters,Hard,64,175.0,26.398357289499998,34.0,916.0,MAR
2000-404,Indian Wells Masters,Hard,64,183.0,29.5797399042,51.0,742.0,CZE
2000-404,Indian Wells Masters,Hard,64,196.0,22.6858316222,68.0,629.0,BLR
2000-404,Indian Wells Masters,Hard,64,193.0,26.5160848734,18.0,1266.0,GBR
2000-404,Indian Wells Masters,Hard,64,185.0,23.9425051335,30.0,1006.0,FRA
2000-404,Indian Wells Masters,Hard,64,193.0,20.125941136199998,31.0,947.0,RUS
2000-404,Indian Wells Masters,Hard,64,185.0,21.0841889117,53.0,726.0,FRA
2000-404,Indian Wells Masters,Hard,64,188.0,23.5811088296,8.0,1671.0,ECU
2000-404,Indian Wells Masters,Hard,64,178.0,27.258042436700002,33.0,926.0,FRA
2000-404,Indian Wells Masters,Hard,64,183.0,22.1875427789,21.0,1105.0,SVK
2000-404,Indian Wells Masters,Hard,64,180.0,25.921971252600002,26.0,1041.0,ESP
2000-404,Indian Wells Masters,Hard,64,185.0,27.2060232717,15.0,1353.0,AUS
2000-404,Indian Wells Masters,Hard,64,185.0,25.5167693361,9.0,1565.0,GBR
2000-404,Indian Wells Masters,Hard,64,175.0,21.7905544148,19.0,1168.0,FRA
2000-404,Indian Wells Masters,Hard,64,175.0,28.0547570157,40.0,857.0,USA
2000-404,Indian Wells Masters,Hard,64,188.0,23.786447638600002,5.0,2137.0,SWE
2000-404,Indian Wells Masters,Hard,64,190.0,23.5044490075,6.0,2117.0,BRA
2000-404,Indian Wells Masters,Hard,64,188.0,21.943874058899997,22.0,1102.0,GER
2000-404,Indian Wells Masters,Hard,64,183.0,31.3839835729,42.0,846.0,ESP
2000-404,Indian Wells Masters,Hard,64,196.0,23.345653661900002,35.0,901.0,AUS
2000-404,Indian Wells Masters,Hard,64,180.0,24.717316906199997,13.0,1415.0,ESP
2000-404,Indian Wells Masters,Hard,64,193.0,28.4982888433,70.0,584.0,CRO
2000-404,Indian Wells Masters,Hard,64,193.0,23.509924709099998,64.0,661.0,NED
2000-404,Indian Wells Masters,Hard,64,190.0,26.0643394935,3.0,2783.0,RUS
2000-404,Indian Wells Masters,Hard,64,175.0,24.213552361399998,7.0,1838.0,CHI
2000-404,Indian Wells Masters,Hard,64,183.0,22.0369609856,28.0,1029.0,ARG
2000-404,Indian Wells Masters,Hard,64,180.0,24.9719370294,55.0,706.0,SWE
2000-404,Indian Wells Masters,Hard,64,190.0,26.0013689254,10.0,1551.0,SWE
2000-404,Indian Wells Masters,Hard,64,180.0,19.0472279261,12.0,1429.0,AUS
2000-404,Indian Wells Masters,Hard,64,175.0,30.4339493498,62.0,663.0,ZIM
2000-404,Indian Wells Masters,Hard,64,185.0,28.4928131417,46.0,789.0,RSA
2000-404,Indian Wells Masters,Hard,64,185.0,28.5859000684,2.0,2807.0,USA
2000-404,Indian Wells Masters,Hard,64,175.0,26.398357289499998,34.0,916.0,MAR
2000-404,Indian Wells Masters,Hard,64,196.0,22.6858316222,68.0,629.0,BLR
2000-404,Indian Wells Masters,Hard,64,185.0,23.9425051335,30.0,1006.0,FRA
2000-404,Indian Wells Masters,Hard,64,188.0,23.5811088296,8.0,1671.0,ECU
2000-404,Indian Wells Masters,Hard,64,178.0,27.258042436700002,33.0,926.0,FRA
2000-404,Indian Wells Masters,Hard,64,180.0,25.921971252600002,26.0,1041.0,ESP
2000-404,Indian Wells Masters,Hard,64,175.0,21.7905544148,19.0,1168.0,FRA
2000-404,Indian Wells Masters,Hard,64,188.0,23.786447638600002,5.0,2137.0,SWE
2000-404,Indian Wells Masters,Hard,64,188.0,21.943874058899997,22.0,1102.0,GER
2000-404,Indian Wells Masters,Hard,64,196.0,23.345653661900002,35.0,901.0,AUS
2000-404,Indian Wells Masters,Hard,64,180.0,24.717316906199997,13.0,1415.0,ESP
2000-404,Indian Wells Masters,Hard,64,193.0,23.509924709099998,64.0,661.0,NED
2000-404,Indian Wells Masters,Hard,64,183.0,22.0369609856,28.0,1029.0,ARG
2000-404,Indian Wells Masters,Hard,64,190.0,26.0013689254,10.0,1551.0,SWE
2000-404,Indian Wells Masters,Hard,64,175.0,30.4339493498,62.0,663.0,ZIM
2000-404,Indian Wells Masters,Hard,64,185.0,28.5859000684,2.0,2807.0,USA
2000-404,Indian Wells Masters,Hard,64,175.0,26.398357289499998,34.0,916.0,MAR
2000-404,Indian Wells Masters,Hard,64,188.0,23.5811088296,8.0,1671.0,ECU
2000-404,Indian Wells Masters,Hard,64,180.0,25.921971252600002,26.0,1041.0,ESP
