tourney_id,tourney_name,surface,draw_size,winner_ht,winner_age,winner_rank,winner_rank_points,winner_ioc
2000-419,Indianapolis,Hard,56,190.0,26.485968514699998,5.0,2701.0,RUS
2000-419,Indianapolis,Hard,56,190.0,23.926078028699997,2.0,3285.0,BRA
2000-419,Indianapolis,Hard,56,185.0,28.9144421629,22.0,1185.0,RSA
2000-419,Indianapolis,Hard,56,190.0,26.4229979466,6.0,2559.0,SWE
2000-419,Indianapolis,Hard,56,180.0,19.4688569473,9.0,1984.0,AUS
2000-419,Indianapolis,Hard,56,175.0,22.212183436,25.0,1117.0,FRA
2000-419,Indianapolis,Hard,56,193.0,20.5475701574,7.0,2429.0,RUS
2000-419,Indianapolis,Hard,56,185.0,25.9383983573,11.0,1662.0,GBR
2000-419,Indianapolis,Hard,56,190.0,26.485968514699998,5.0,2701.0,RUS
2000-419,Indianapolis,Hard,56,190.0,23.926078028699997,2.0,3285.0,BRA
2000-419,Indianapolis,Hard,56,180.0,19.4688569473,9.0,1984.0,AUS
2000-419,Indianapolis,Hard,56,193.0,20.5475701574,7.0,2429.0,RUS
2000-419,Indianapolis,Hard,56,185.0,25.9383983573,11.0,1662.0,GBR
2000-419,Indianapolis,Hard,56,190.0,23.926078028699997,2.0,3285.0,BRA
2000-419,Indianapolis,Hard,56,193.0,20.5475701574,7.0,2429.0,RUS
2000-419,Indianapolis,Hard,56,190.0,23.926078028699997,2.0,3285.0,BRA
2000-319,Kitzbuhel,Clay,48,188.0,28.386036961,97.0,430.0,ARG
2000-319,Kitzbuhel,Clay,48,180.0,27.140314852800003,83.0,515.0,ARM
2000-319,Kitzbuhel,Clay,48,173.0,27.0718685832,111.0,362.0,ESP
2000-319,Kitzbuhel,Clay,48,185.0,18.5297741273,368.0,70.0,FRA
2000-319,Kitzbuhel,Clay,48,185.0,21.297741273099998,105.0,385.0,SUI
2000-319,Kitzbuhel,Clay,48,188.0,25.415468856900002,81.0,539.0,CZE
2000-319,Kitzbuhel,Clay,48,185.0,25.9657768652,92.0,449.0,ROU
2000-319,Kitzbuhel,Clay,48,183.0,27.6878850103,150.0,247.0,ESP
2000-319,Kitzbuhel,Clay,48,175.0,21.9274469541,69.0,610.0,ESP
2000-319,Kitzbuhel,Clay,48,183.0,20.7885010267,68.0,619.0,CHI
2000-319,Kitzbuhel,Clay,48,180.0,29.2840520192,102.0,396.0,BRA
2000-319,Kitzbuhel,Clay,48,183.0,23.8576317591,86.0,478.0,ARG
2000-319,Kitzbuhel,Clay,48,188.0,20.5557837098,265.0,120.0,ITA
2000-319,Kitzbuhel,Clay,48,188.0,27.9151266256,127.0,315.0,NOR
2000-319,Kitzbuhel,Clay,48,193.0,21.3497604381,77.0,559.0,CRO
2000-319,Kitzbuhel,Clay,48,183.0,19.9863107461,135.0,286.0,CHI
2000-319,Kitzbuhel,Clay,48,190.0,26.4284736482,5.0,2989.0,RUS
2000-319,Kitzbuhel,Clay,48,180.0,27.140314852800003,83.0,515.0,ARM
2000-319,Kitzbuhel,Clay,48,183.0,31.748117727600004,51.0,764.0,ESP
2000-319,Kitzbuhel,Clay,48,180.0,25.0814510609,18.0,1389.0,ESP
2000-319,Kitzbuhel,Clay,48,188.0,23.9452429843,11.0,1718.0,ECU
2000-319,Kitzbuhel,Clay,48,188.0,25.415468856900002,81.0,539.0,CZE
2000-319,Kitzbuhel,Clay,48,185.0,25.9657768652,92.0,449.0,ROU
2000-319,Kitzbuhel,Clay,48,183.0,27.6878850103,150.0,247.0,ESP
2000-319,Kitzbuhel,Clay,48,175.0,21.9274469541,69.0,610.0,ESP
2000-319,Kitzbuhel,Clay,48,183.0,20.7885010267,68.0,619.0,CHI
2000-319,Kitzbuhel,Clay,48,183.0,29.943874058899997,59.0,708.0,CZE
2000-319,Kitzbuhel,Clay,48,183.0,23.8576317591,86.0,478.0,ARG
2000-319,Kitzbuhel,Clay,48,188.0,20.5557837098,265.0,120.0,ITA
2000-319,Kitzbuhel,Clay,48,183.0,22.4010951403,48.0,801.0,ARG
2000-319,Kitzbuhel,Clay,48,193.0,21.3497604381,77.0,559.0,CRO
2000-319,Kitzbuhel,Clay,48,180.0,26.2861054073,10.0,1930.0,ESP
2000-319,Kitzbuhel,Clay,48,190.0,26.4284736482,5.0,2989.0,RUS
2000-319,Kitzbuhel,Clay,48,183.0,31.748117727600004,51.0,764.0,ESP
2000-319,Kitzbuhel,Clay,48,188.0,23.9452429843,11.0,1718.0,ECU
2000-319,Kitzbuhel,Clay,48,183.0,27.6878850103,150.0,247.0,ESP
2000-319,Kitzbuhel,Clay,48,175.0,21.9274469541,69.0,610.0,ESP
2000-319,Kitzbuhel,Clay,48,183.0,23.8576317591,86.0,478.0,ARG
2000-319,Kitzbuhel,Clay,48,183.0,22.4010951403,48.0,801.0,ARG
2000-319,Kitzbuhel,Clay,48,180.0,26.2861054073,10.0,1930.0,ESP
2000-319,Kitzbuhel,Clay,48,183.0,31.748117727600004,51.0,764.0,ESP
2000-319,Kitzbuhel,Clay,48,183.0,27.6878850103,150.0,247.0,ESP
2000-319,Kitzbuhel,Clay,48,183.0,23.8576317591,86.0,478.0,ARG
2000-319,Kitzbuhel,Clay,48,180.0,26.2861054073,10.0,1930.0,ESP
2000-319,Kitzbuhel,Clay,48,183.0,27.6878850103,150.0,247.0,ESP
2000-319,Kitzbuhel,Clay,48,180.0,26.2861054073,10.0,1930.0,ESP
2000-319,Kitzbuhel,Clay,48,180.0,26.2861054073,10.0,1930.0,ESP
2000-311,Queen's Club,Grass,56,185.0,27.2963723477,105.0,372.0,FRA
2000-311,Queen's Club,Grass,56,180.0,34.9869952088,76.0,541.0,ITA
2000-311,Queen's Club,Grass,56,180.0,35.5783709788,97.0,406.0,USA
2000-311,Queen's Club,Grass,56,193.0,26.765229295,20.0,1208.0,GBR
2000-311,Queen's Club,Grass,56,190.0,25.3223819302,114.0,360.0,GER
2000-311,Queen's Club,Grass,56,190.0,26.1875427789,92.0,418.0,FRA
2000-311,Queen's Club,Grass,56,190.0,23.0253251198,62.0,647.0,USA
2000-311,Queen's Club,Grass,56,196.0,23.375770020500003,102.0,380.0,USA
2000-311,Queen's Club,Grass,56,178.0,27.5071868583,27.0,981.0,FRA
2000-311,Queen's Club,Grass,56,196.0,23.5947980835,17.0,1271.0,AUS
2000-311,Queen's Club,Grass,56,193.0,28.747433264899996,63.0,617.0,CRO
2000-311,Queen's Club,Grass,56,193.0,31.0280629706,436.0,56.0,USA
2000-311,Queen's Club,Grass,56,188.0,26.2751540041,36.0,870.0,SVK
2000-311,Queen's Club,Grass,56,175.0,30.6830937714,64.0,611.0,ZIM
2000-311,Queen's Club,Grass,56,183.0,26.373716632399997,26.0,983.0,ROU
2000-311,Queen's Club,Grass,56,175.0,22.0396988364,33.0,922.0,FRA
2000-311,Queen's Club,Grass,56,188.0,27.7973990418,104.0,375.0,ITA
2000-311,Queen's Club,Grass,56,190.0,27.7700205339,163.0,218.0,CAN
2000-311,Queen's Club,Grass,56,193.0,22.12183436,202.0,166.0,USA
2000-311,Queen's Club,Grass,56,196.0,22.934976043800003,60.0,657.0,BLR
2000-311,Queen's Club,Grass,56,198.0,29.930184804899998,22.0,1163.0,USA
2000-311,Queen's Club,Grass,56,185.0,23.101984941799998,84.0,483.0,BRA
2000-311,Queen's Club,Grass,56,190.0,20.0684462697,169.0,208.0,FRA
2000-311,Queen's Club,Grass,56,193.0,22.225872689899997,157.0,234.0,GBR
2000-311,Queen's Club,Grass,56,180.0,30.12183436,1.0,4370.0,USA
2000-311,Queen's Club,Grass,56,180.0,34.9869952088,76.0,541.0,ITA
2000-311,Queen's Club,Grass,56,193.0,26.765229295,20.0,1208.0,GBR
2000-311,Queen's Club,Grass,56,193.0,20.3750855578,8.0,1883.0,RUS
2000-311,Queen's Club,Grass,56,188.0,30.992470910300003,6.0,2307.0,FRA
2000-311,Queen's Club,Grass,56,196.0,23.375770020500003,102.0,380.0,USA
2000-311,Queen's Club,Grass,56,193.0,28.747433264899996,63.0,617.0,CRO
2000-311,Queen's Club,Grass,56,180.0,19.2963723477,11.0,1826.0,AUS
2000-311,Queen's Club,Grass,56,188.0,26.2751540041,36.0,870.0,SVK
2000-311,Queen's Club,Grass,56,183.0,26.373716632399997,26.0,983.0,ROU
2000-311,Queen's Club,Grass,56,188.0,27.7973990418,104.0,375.0,ITA
2000-311,Queen's Club,Grass,56,190.0,27.7700205339,163.0,218.0,CAN
2000-311,Queen's Club,Grass,56,193.0,22.12183436,202.0,166.0,USA
2000-311,Queen's Club,Grass,56,196.0,22.934976043800003,60.0,657.0,BLR
2000-311,Queen's Club,Grass,56,190.0,20.0684462697,169.0,208.0,FRA
2000-311,Queen's Club,Grass,56,185.0,28.835044490100003,4.0,3106.0,USA
2000-311,Queen's Club,Grass,56,180.0,34.9869952088,76.0,541.0,ITA
2000-311,Queen's Club,Grass,56,193.0,20.3750855578,8.0,1883.0,RUS
2000-311,Queen's Club,Grass,56,188.0,30.992470910300003,6.0,2307.0,FRA
2000-311,Queen's Club,Grass,56,180.0,19.2963723477,11.0,1826.0,AUS
2000-311,Queen's Club,Grass,56,183.0,26.373716632399997,26.0,983.0,ROU
2000-311,Queen's Club,Grass,56,188.0,27.7973990418,104.0,375.0,ITA
2000-311,Queen's Club,Grass,56,193.0,22.12183436,202.0,166.0,USA
2000-311,Queen's Club,Grass,56,185.0,28.835044490100003,4.0,3106.0,USA
2000-311,Queen's Club,Grass,56,180.0,34.9869952088,76.0,541.0,ITA
2000-311,Queen's Club,Grass,56,180.0,19.2963723477,11.0,1826.0,AUS
2000-311,Queen's Club,Grass,56,188.0,27.7973990418,104.0,375.0,ITA
2000-311,Queen's Club,Grass,56,185.0,28.835044490100003,4.0,3106.0,USA
2000-311,Queen's Club,Grass,56,180.0,19.2963723477,11.0,1826.0,AUS
2000-311,Queen's Club,Grass,56,185.0,28.835044490100003,4.0,3106.0,USA
2000-311,Queen's Club,Grass,56,180.0,19.2963723477,11.0,1826.0,AUS
2000-315,Newport,Grass,32,188.0,27.518138261500003,64.0,649.0,USA
2000-315,Newport,Grass,32,188.0,18.584531143099998,556.0,29.0,USA
2000-315,Newport,Grass,32,193.0,22.1984941821,158.0,236.0,USA
2000-315,Newport,Grass,32,190.0,29.3141683778,154.0,241.0,AUS
2000-315,Newport,Grass,32,183.0,28.2984257358,60.0,674.0,SWE
2000-315,Newport,Grass,32,183.0,24.8514715948,126.0,306.0,GER
2000-315,Newport,Grass,32,196.0,22.176591375799998,133.0,281.0,NED
2000-315,Newport,Grass,32,185.0,27.337440109499997,67.0,614.0,GER
2000-315,Newport,Grass,32,185.0,30.266940451700002,81.0,512.0,AUS
2000-315,Newport,Grass,32,185.0,25.3826146475,166.0,226.0,FIN
2000-315,Newport,Grass,32,178.0,23.931553730300003,78.0,539.0,USA
2000-315,Newport,Grass,32,180.0,27.65229295,112.0,357.0,ITA
2000-315,Newport,Grass,32,190.0,25.3990417522,150.0,246.0,GER
2000-315,Newport,Grass,32,178.0,26.0971937029,380.0,65.0,AUS
2000-315,Newport,Grass,32,180.0,35.0636550308,45.0,774.0,ITA
2000-315,Newport,Grass,32,188.0,18.584531143099998,556.0,29.0,USA
2000-315,Newport,Grass,32,190.0,29.3141683778,154.0,241.0,AUS
2000-315,Newport,Grass,32,183.0,28.2984257358,60.0,674.0,SWE
2000-315,Newport,Grass,32,196.0,22.176591375799998,133.0,281.0,NED
2000-315,Newport,Grass,32,185.0,30.266940451700002,81.0,512.0,AUS
2000-315,Newport,Grass,32,178.0,23.931553730300003,78.0,539.0,USA
2000-315,Newport,Grass,32,190.0,25.3990417522,150.0,246.0,GER
2000-315,Newport,Grass,32,178.0,26.0971937029,380.0,65.0,AUS
2000-315,Newport,Grass,32,190.0,29.3141683778,154.0,241.0,AUS
2000-315,Newport,Grass,32,196.0,22.176591375799998,133.0,281.0,NED
2000-315,Newport,Grass,32,185.0,30.266940451700002,81.0,512.0,AUS
2000-315,Newport,Grass,32,190.0,25.3990417522,150.0,246.0,GER
2000-315,Newport,Grass,32,196.0,22.176591375799998,133.0,281.0,NED
2000-315,Newport,Grass,32,190.0,25.3990417522,150.0,246.0,GER
2000-315,Newport,Grass,32,196.0,22.176591375799998,133.0,281.0,NED
2000-317,Amsterdam,Clay,32,188.0,27.895961670100004,120.0,327.0,NOR
2000-317,Amsterdam,Clay,32,180.0,24.276522929499997,116.0,350.0,ARG
2000-317,Amsterdam,Clay,32,188.0,24.065708418899998,212.0,159.0,NED
2000-317,Amsterdam,Clay,32,185.0,25.9466119097,95.0,443.0,ROU
2000-317,Amsterdam,Clay,32,185.0,33.5359342916,63.0,674.0,SWE
2000-317,Amsterdam,Clay,32,185.0,25.0349075975,294.0,101.0,NED
2000-317,Amsterdam,Clay,32,175.0,22.146475017100002,288.0,104.0,CHI
2000-317,Amsterdam,Clay,32,183.0,20.769336071199998,72.0,587.0,CHI
2000-317,Amsterdam,Clay,32,196.0,30.2203969884,74.0,581.0,AUS
2000-317,Amsterdam,Clay,32,190.0,27.0910335387,124.0,317.0,ESP
2000-317,Amsterdam,Clay,32,185.0,22.2614647502,142.0,269.0,NED
2000-317,Amsterdam,Clay,32,185.0,21.429158110899998,53.0,743.0,FRA
2000-317,Amsterdam,Clay,32,185.0,21.1718001369,254.0,124.0,ARG
2000-317,Amsterdam,Clay,32,193.0,25.5961670089,164.0,231.0,GER
2000-317,Amsterdam,Clay,32,183.0,30.2587268994,118.0,332.0,NED
2000-317,Amsterdam,Clay,32,178.0,19.1238877481,308.0,96.0,RUS
2000-317,Amsterdam,Clay,32,188.0,27.895961670100004,120.0,327.0,NOR
2000-317,Amsterdam,Clay,32,188.0,24.065708418899998,212.0,159.0,NED
2000-317,Amsterdam,Clay,32,185.0,33.5359342916,63.0,674.0,SWE
2000-317,Amsterdam,Clay,32,183.0,20.769336071199998,72.0,587.0,CHI
2000-317,Amsterdam,Clay,32,190.0,27.0910335387,124.0,317.0,ESP
2000-317,Amsterdam,Clay,32,185.0,22.2614647502,142.0,269.0,NED
2000-317,Amsterdam,Clay,32,193.0,25.5961670089,164.0,231.0,GER
2000-317,Amsterdam,Clay,32,178.0,19.1238877481,308.0,96.0,RUS
2000-317,Amsterdam,Clay,32,188.0,24.065708418899998,212.0,159.0,NED
2000-317,Amsterdam,Clay,32,185.0,33.5359342916,63.0,674.0,SWE
2000-317,Amsterdam,Clay,32,185.0,22.2614647502,142.0,269.0,NED
2000-317,Amsterdam,Clay,32,178.0,19.1238877481,308.0,96.0,RUS
2000-317,Amsterdam,Clay,32,185.0,33.5359342916,63.0,674.0,SWE
2000-317,Amsterdam,Clay,32,185.0,22.2614647502,142.0,269.0,NED
2000-317,Amsterdam,Clay,32,185.0,33.5359342916,63.0,674.0,SWE
2000-316,Bastad,Clay,32,188.0,24.1122518823,2.0,3495.0,SWE
2000-316,Bastad,Clay,32,185.0,22.212183436,82.0,510.0,CZE
2000-316,Bastad,Clay,32,183.0,20.7501711157,76.0,554.0,CHI
2000-316,Bastad,Clay,32,188.0,25.3771389459,85.0,481.0,CZE
2000-316,Bastad,Clay,32,193.0,21.311430527,83.0,488.0,CRO
2000-316,Bastad,Clay,32,188.0,27.874058863800002,90.0,456.0,ITA
2000-316,Bastad,Clay,32,193.0,23.285420944600002,113.0,351.0,SWE
2000-316,Bastad,Clay,32,188.0,26.6502395619,48.0,767.0,ESP
2000-316,Bastad,Clay,32,180.0,31.635865845300003,62.0,667.0,USA
2000-316,Bastad,Clay,32,188.0,27.8767967146,122.0,312.0,NOR
2000-316,Bastad,Clay,32,183.0,26.945927447,101.0,389.0,ITA
2000-316,Bastad,Clay,32,180.0,19.3867214237,49.0,767.0,SWE
2000-316,Bastad,Clay,32,185.0,33.516769336100005,66.0,635.0,SWE
2000-316,Bastad,Clay,32,185.0,22.6228610541,144.0,252.0,ARG
2000-316,Bastad,Clay,32,178.0,22.206707734400002,103.0,388.0,AUT
2000-316,Bastad,Clay,32,183.0,22.5133470226,33.0,980.0,SVK
2000-316,Bastad,Clay,32,188.0,24.1122518823,2.0,3495.0,SWE
2000-316,Bastad,Clay,32,183.0,20.7501711157,76.0,554.0,CHI
2000-316,Bastad,Clay,32,193.0,21.311430527,83.0,488.0,CRO
2000-316,Bastad,Clay,32,188.0,26.6502395619,48.0,767.0,ESP
2000-316,Bastad,Clay,32,180.0,31.635865845300003,62.0,667.0,USA
2000-316,Bastad,Clay,32,180.0,19.3867214237,49.0,767.0,SWE
2000-316,Bastad,Clay,32,185.0,33.516769336100005,66.0,635.0,SWE
2000-316,Bastad,Clay,32,178.0,22.206707734400002,103.0,388.0,AUT
2000-316,Bastad,Clay,32,188.0,24.1122518823,2.0,3495.0,SWE
2000-316,Bastad,Clay,32,193.0,21.311430527,83.0,488.0,CRO
2000-316,Bastad,Clay,32,180.0,19.3867214237,49.0,767.0,SWE
2000-316,Bastad,Clay,32,178.0,22.206707734400002,103.0,388.0,AUT
2000-316,Bastad,Clay,32,188.0,24.1122518823,2.0,3495.0,SWE
2000-316,Bastad,Clay,32,180.0,19.3867214237,49.0,767.0,SWE
2000-316,Bastad,Clay,32,188.0,24.1122518823,2.0,3495.0,SWE
2000-481,Copenhagen,Hard,32,193.0,20.0876112252,38.0,928.0,RUS
2000-481,Copenhagen,Hard,32,188.0,25.366187542800002,125.0,316.0,SVK
2000-481,Copenhagen,Hard,32,188.0,24.0246406571,226.0,150.0,SUI
2000-481,Copenhagen,Hard,32,183.0,27.934291581100002,69.0,620.0,SWE
2000-481,Copenhagen,Hard,32,180.0,23.843942505100003,54.0,710.0,GER
2000-481,Copenhagen,Hard,32,180.0,19.022587269000002,80.0,510.0,SWE
2000-481,Copenhagen,Hard,32,188.0,27.575633128000003,91.0,440.0,CZE
2000-481,Copenhagen,Hard,32,183.0,24.9117043121,79.0,511.0,SUI
2000-481,Copenhagen,Hard,32,193.0,28.4599589322,65.0,636.0,CRO
2000-481,Copenhagen,Hard,32,193.0,20.9472963723,72.0,582.0,CRO
2000-481,Copenhagen,Hard,32,193.0,25.212867898699997,106.0,390.0,GER
2000-481,Copenhagen,Hard,32,193.0,29.930184804899998,48.0,768.0,SWE
2000-481,Copenhagen,Hard,32,185.0,18.5571526352,58.0,684.0,SUI
2000-481,Copenhagen,Hard,32,193.0,22.921286789899998,121.0,324.0,SWE
2000-481,Copenhagen,Hard,32,180.0,34.6995208761,83.0,477.0,ITA
2000-481,Copenhagen,Hard,32,173.0,25.765913757699998,197.0,177.0,FIN
2000-481,Copenhagen,Hard,32,193.0,20.0876112252,38.0,928.0,RUS
2000-481,Copenhagen,Hard,32,183.0,27.934291581100002,69.0,620.0,SWE
2000-481,Copenhagen,Hard,32,180.0,19.022587269000002,80.0,510.0,SWE
2000-481,Copenhagen,Hard,32,188.0,27.575633128000003,91.0,440.0,CZE
2000-481,Copenhagen,Hard,32,193.0,20.9472963723,72.0,582.0,CRO
2000-481,Copenhagen,Hard,32,193.0,29.930184804899998,48.0,768.0,SWE
2000-481,Copenhagen,Hard,32,185.0,18.5571526352,58.0,684.0,SUI
2000-481,Copenhagen,Hard,32,180.0,34.6995208761,83.0,477.0,ITA
2000-481,Copenhagen,Hard,32,193.0,20.0876112252,38.0,928.0,RUS
2000-481,Copenhagen,Hard,32,180.0,19.022587269000002,80.0,510.0,SWE
2000-481,Copenhagen,Hard,32,193.0,29.930184804899998,48.0,768.0,SWE
2000-481,Copenhagen,Hard,32,185.0,18.5571526352,58.0,684.0,SUI
2000-481,Copenhagen,Hard,32,180.0,19.022587269000002,80.0,510.0,SWE
2000-481,Copenhagen,Hard,32,193.0,29.930184804899998,48.0,768.0,SWE
2000-481,Copenhagen,Hard,32,180.0,19.022587269000002,80.0,510.0,SWE
2000-321,Stuttgart Outdoor,Clay,32,188.0,24.131416837800003,2.0,3610.0,SWE
2000-321,Stuttgart Outdoor,Clay,32,183.0,21.533196440799998,133.0,293.0,GER
2000-321,Stuttgart Outdoor,Clay,32,180.0,29.264887063699998,101.0,399.0,BRA
2000-321,Stuttgart Outdoor,Clay,32,190.0,25.3223819302,44.0,812.0,CZE
2000-321,Stuttgart Outdoor,Clay,32,193.0,28.8459958932,15.0,1441.0,MAR
2000-321,Stuttgart Outdoor,Clay,32,188.0,26.3709787817,50.0,764.0,SVK
2000-321,Stuttgart Outdoor,Clay,32,196.0,29.8179329227,330.0,89.0,GER
2000-321,Stuttgart Outdoor,Clay,32,183.0,24.9034907598,20.0,1232.0,ARG
2000-321,Stuttgart Outdoor,Clay,32,188.0,22.288843258000004,22.0,1179.0,GER
2000-321,Stuttgart Outdoor,Clay,32,180.0,24.227241615300002,68.0,608.0,GER
2000-321,Stuttgart Outdoor,Clay,32,180.0,24.246406570799998,55.0,723.0,AUS
2000-321,Stuttgart Outdoor,Clay,32,193.0,20.4709103354,10.0,1948.0,RUS
2000-321,Stuttgart Outdoor,Clay,32,185.0,27.1485284052,34.0,966.0,MAR
2000-321,Stuttgart Outdoor,Clay,32,175.0,21.6043805613,41.0,884.0,ARG
2000-321,Stuttgart Outdoor,Clay,32,193.0,25.87816564,48.0,767.0,UKR
2000-321,Stuttgart Outdoor,Clay,32,190.0,26.409308692699998,5.0,2989.0,RUS
2000-321,Stuttgart Outdoor,Clay,32,183.0,21.533196440799998,133.0,293.0,GER
2000-321,Stuttgart Outdoor,Clay,32,190.0,25.3223819302,44.0,812.0,CZE
2000-321,Stuttgart Outdoor,Clay,32,188.0,26.3709787817,50.0,764.0,SVK
2000-321,Stuttgart Outdoor,Clay,32,183.0,24.9034907598,20.0,1232.0,ARG
2000-321,Stuttgart Outdoor,Clay,32,180.0,24.227241615300002,68.0,608.0,GER
2000-321,Stuttgart Outdoor,Clay,32,180.0,24.246406570799998,55.0,723.0,AUS
2000-321,Stuttgart Outdoor,Clay,32,175.0,21.6043805613,41.0,884.0,ARG
2000-321,Stuttgart Outdoor,Clay,32,193.0,25.87816564,48.0,767.0,UKR
2000-321,Stuttgart Outdoor,Clay,32,183.0,21.533196440799998,133.0,293.0,GER
2000-321,Stuttgart Outdoor,Clay,32,183.0,24.9034907598,20.0,1232.0,ARG
2000-321,Stuttgart Outdoor,Clay,32,180.0,24.246406570799998,55.0,723.0,AUS
2000-321,Stuttgart Outdoor,Clay,32,175.0,21.6043805613,41.0,884.0,ARG
2000-321,Stuttgart Outdoor,Clay,32,183.0,24.9034907598,20.0,1232.0,ARG
2000-321,Stuttgart Outdoor,Clay,32,175.0,21.6043805613,41.0,884.0,ARG
2000-321,Stuttgart Outdoor,Clay,32,183.0,24.9034907598,20.0,1232.0,ARG
2000-327,Toulouse,Hard,32,180.0,26.5160848734,9.0,2202.0,ESP
2000-327,Toulouse,Hard,32,201.0,23.947980835,88.0,499.0,GER
2000-327,Toulouse,Hard,32,185.0,28.6160164271,76.0,557.0,SWE
2000-327,Toulouse,Hard,32,190.0,26.5325119781,89.0,498.0,FRA
2000-327,Toulouse,Hard,32,175.0,24.8076659822,33.0,1003.0,CHI
2000-327,Toulouse,Hard,32,185.0,27.397672826799997,39.0,899.0,MAR
2000-327,Toulouse,Hard,32,175.0,23.786447638600002,49.0,783.0,AUT
2000-327,Toulouse,Hard,32,185.0,27.745379876799998,220.0,166.0,ESP
2000-327,Toulouse,Hard,32,190.0,23.370294319,29.0,1058.0,USA
2000-327,Toulouse,Hard,32,175.0,26.992470910300003,37.0,955.0,MAR
2000-327,Toulouse,Hard,32,201.0,29.941136208099998,35.0,975.0,SUI
2000-327,Toulouse,Hard,32,190.0,24.1368925394,44.0,830.0,ESP
2000-327,Toulouse,Hard,32,196.0,23.279945243,42.0,870.0,BLR
2000-327,Toulouse,Hard,32,180.0,19.6550308008,50.0,767.0,SWE
2000-327,Toulouse,Hard,32,185.0,24.536618754299997,40.0,898.0,FRA
2000-327,Toulouse,Hard,32,185.0,33.7850787132,53.0,734.0,SWE
2000-327,Toulouse,Hard,32,180.0,26.5160848734,9.0,2202.0,ESP
2000-327,Toulouse,Hard,32,185.0,28.6160164271,76.0,557.0,SWE
2000-327,Toulouse,Hard,32,175.0,24.8076659822,33.0,1003.0,CHI
2000-327,Toulouse,Hard,32,185.0,27.745379876799998,220.0,166.0,ESP
2000-327,Toulouse,Hard,32,190.0,23.370294319,29.0,1058.0,USA
2000-327,Toulouse,Hard,32,190.0,24.1368925394,44.0,830.0,ESP
2000-327,Toulouse,Hard,32,196.0,23.279945243,42.0,870.0,BLR
2000-327,Toulouse,Hard,32,185.0,24.536618754299997,40.0,898.0,FRA
2000-327,Toulouse,Hard,32,180.0,26.5160848734,9.0,2202.0,ESP
2000-327,Toulouse,Hard,32,175.0,24.8076659822,33.0,1003.0,CHI
2000-327,Toulouse,Hard,32,190.0,24.1368925394,44.0,830.0,ESP
2000-327,Toulouse,Hard,32,196.0,23.279945243,42.0,870.0,BLR
2000-327,Toulouse,Hard,32,180.0,26.5160848734,9.0,2202.0,ESP
2000-327,Toulouse,Hard,32,190.0,24.1368925394,44.0,830.0,ESP
2000-327,Toulouse,Hard,32,180.0,26.5160848734,9.0,2202.0,ESP
2000-328,Basel,Carpet,32,183.0,26.7378507871,27.0,1097.0,ROU
2000-328,Basel,Carpet,32,185.0,19.2087611225,34.0,1018.0,SUI
2000-328,Basel,Carpet,32,183.0,27.898699520900003,185.0,209.0,FRA
2000-328,Basel,Carpet,32,188.0,24.194387405900002,17.0,1321.0,ECU
2000-328,Basel,Carpet,32,180.0,19.6605065024,9.0,2262.0,AUS
2000-328,Basel,Carpet,32,180.0,19.6741957563,49.0,767.0,SWE
2000-328,Basel,Carpet,32,193.0,27.129363449699998,69.0,603.0,GBR
2000-328,Basel,Carpet,32,196.0,28.8815879535,21.0,1185.0,NED
2000-328,Basel,Carpet,32,188.0,28.161533196399997,71.0,564.0,ITA
2000-328,Basel,Carpet,32,175.0,27.0116358658,37.0,965.0,MAR
2000-328,Basel,Carpet,32,173.0,22.850102669400002,28.0,1089.0,FRA
2000-328,Basel,Carpet,32,185.0,26.1300479124,10.0,1932.0,GBR
2000-328,Basel,Carpet,32,183.0,25.563312799499997,97.0,428.0,SUI
2000-328,Basel,Carpet,32,183.0,22.8008213552,26.0,1100.0,SVK
2000-328,Basel,Carpet,32,188.0,27.1211498973,40.0,923.0,FRA
2000-328,Basel,Carpet,32,190.0,26.614647501700002,6.0,2693.0,SWE
2000-328,Basel,Carpet,32,185.0,19.2087611225,34.0,1018.0,SUI
2000-328,Basel,Carpet,32,183.0,27.898699520900003,185.0,209.0,FRA
2000-328,Basel,Carpet,32,180.0,19.6605065024,9.0,2262.0,AUS
2000-328,Basel,Carpet,32,193.0,27.129363449699998,69.0,603.0,GBR
2000-328,Basel,Carpet,32,175.0,27.0116358658,37.0,965.0,MAR
2000-328,Basel,Carpet,32,185.0,26.1300479124,10.0,1932.0,GBR
2000-328,Basel,Carpet,32,183.0,22.8008213552,26.0,1100.0,SVK
2000-328,Basel,Carpet,32,190.0,26.614647501700002,6.0,2693.0,SWE
2000-328,Basel,Carpet,32,185.0,19.2087611225,34.0,1018.0,SUI
2000-328,Basel,Carpet,32,180.0,19.6605065024,9.0,2262.0,AUS
2000-328,Basel,Carpet,32,185.0,26.1300479124,10.0,1932.0,GBR
2000-328,Basel,Carpet,32,190.0,26.614647501700002,6.0,2693.0,SWE
2000-328,Basel,Carpet,32,185.0,19.2087611225,34.0,1018.0,SUI
2000-328,Basel,Carpet,32,190.0,26.614647501700002,6.0,2693.0,SWE
2000-328,Basel,Carpet,32,190.0,26.614647501700002,6.0,2693.0,SWE
2000-329,Tokyo,Hard,56,183.0,20.9993155373,74.0,580.0,CHI
2000-329,Tokyo,Hard,56,178.0,27.312799452399997,150.0,252.0,IND
2000-329,Tokyo,Hard,56,183.0,27.195071868600003,103.0,401.0,ITA
